"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","number_of_reviews_ltm","license"
41595531,"A true piece of Avl history, IN TOWN! 5 mins to DT",26759134,"Ben",NA,28804,35.62103,-82.56311,"Entire home/apt",436,3,73,"2022-02-22",2.87,1,193,29,NA
51796389,"Asheville Mountain Retreat - 5 mi. from Downtown!",37992481,"Andy",NA,28804,35.654488,-82.541351,"Entire home/apt",425,1,3,"2022-02-20",0.99,1,191,3,NA
554282156692351552,"West Asheville Mountains to Sea Escape",3441402,"Susan",NA,28806,35.57455,-82.57449,"Entire home/apt",98,2,1,"2022-03-15",1,1,92,1,NA
53699931,"Light filled contemporary home in Walkable WAVL",28788937,"Jodie",NA,28806,35.58438,-82.57245,"Entire home/apt",150,30,0,"",NA,2,200,0,NA
977054,"The Cottage In Asheville",4302936,"Anne & Joe",NA,28804,35.6157,-82.55594,"Entire home/apt",130,30,76,"2021-11-14",0.7,1,203,2,NA
21253016,"Oasis in the Trees",2799329,"Eleanor",NA,28804,35.63776,-82.53018,"Entire home/apt",98,2,147,"2022-02-20",2.73,1,314,24,NA
31318560,"New, Luxury Condo in Downtown Asheville Condotel~45 Asheland Ave. Unit #305",167186184,"Towns",NA,28801,35.59161,-82.55633,"Entire home/apt",281,1,84,"2022-02-27",2.29,114,264,22,NA
45514296,"Cozy house in a GREAT location!",89001844,"Bobby",NA,28806,35.56969,-82.63705,"Entire home/apt",152,2,66,"2022-03-03",3.71,1,161,46,NA
53967158,"NEW! Quiet Asheville Mtn Gem By Biltmore, Downtown",121681645,"Evolve",NA,28803,35.51735,-82.47832,"Entire home/apt",132,2,9,"2022-03-13",3.8,15,335,9,NA
53310406,"West AVL Retreat w/ Fully-Fenced Yard",8035294,"Alicia",NA,28715,35.562,-82.65359,"Entire home/apt",150,60,1,"2022-01-26",0.56,4,76,1,NA
52419566,"NEW! Luxe Asheville Home w/ Stunning Mountain View",121681645,"Evolve",NA,28806,35.6109,-82.65192,"Entire home/apt",452,3,9,"2022-02-21",1.91,15,283,9,NA
35918507,"Hidden Creek Lodge; upscale retreat on the doorstep of Downtown Asheville; more!",96187307,"Yonder",NA,28805,35.61419,-82.52137,"Entire home/apt",1039,2,10,"2021-11-07",0.34,46,295,2,NA
583867686874028288,"The Look Out Trail at River Row Flats",250328755,"River Row Flats, Inc",NA,28806,35.58877,-82.57347,"Entire home/apt",118,1,0,"",NA,15,349,0,NA
43412676,"Cane Creek Valley Swim-Soak-Stay w/Pool! Hot tub!",44777426,"Jan",NA,28732,35.46218,-82.46945,"Entire home/apt",172,2,92,"2022-03-13",4.15,1,254,43,NA
22848760,"Downtown $$$€£¥^^the Closest neighborhood",167400820,"Don",NA,28801,35.59213,-82.54787,"Entire home/apt",79,3,262,"2022-03-16",6.34,1,60,75,NA
1421061,"Garden studio between Asheville +  Biltmore Estate",483350,"Emilio And Kate",NA,28803,35.57597,-82.53695,"Entire home/apt",158,2,129,"2021-10-25",1.23,1,231,8,NA
23578212,"Central Downtown Luxury Contemporary Residence 201",4709573,"Peter",NA,28801,35.59731,-82.55268,"Entire home/apt",257,3,39,"2022-03-13",1.26,3,287,19,NA
20747532,"Nana’s Crafted Cottage",148593846,"Lisa",NA,28715,35.56371,-82.65952,"Entire home/apt",90,1,95,"2022-01-04",1.72,2,361,34,NA
13136198,"Urban Farm Studio ~ Close to Everything!",71564543,"Renee",NA,28806,35.57393,-82.61061,"Entire home/apt",112,3,223,"2022-02-21",3.25,1,228,29,NA
20779200,"The Asheville Oak",19496141,"Stephen",NA,28803,35.54966,-82.51007,"Entire home/apt",85,1,423,"2022-03-16",7.71,2,99,108,NA
565970292482929792,"Clean, Sunny Home w Large Yard & Central Location!",29859810,"Reina",NA,28803,35.56028,-82.5341,"Private room",39,1,2,"2022-03-08",2,3,8,2,NA
53090402,"The retreat in Haw Creek",429785035,"Sharon",NA,28804,35.61248,-82.50989,"Entire home/apt",85,1,6,"2022-03-19",1.42,1,257,6,NA
53570070,"New Luxury Asheville Studio with Great Mnt Views!",200858798,"Gerard",NA,28804,35.63413,-82.51738,"Entire home/apt",142,2,2,"2022-02-20",0.78,1,328,2,NA
52257659,"The Cottage at Crowley Farms. Oct. Brand new",387184863,"Jack & Jennifer",NA,28806,35.64378,-82.65525,"Entire home/apt",131,2,25,"2022-03-17",4.78,1,66,25,NA
39196663,"Private Suite Close to Biltmore and Asheville.",58838473,"Sandy",NA,28803,35.5624,-82.52337,"Private room",102,3,90,"2022-02-21",3.06,1,109,32,NA
48901952,"Desirable North Asheville",48417400,"Dianne",NA,28804,35.644,-82.50993,"Entire home/apt",99,3,9,"2021-12-05",0.97,1,103,9,NA
43349933,"Blue Bird Cottage Mountain Views & Hot Tub",15788000,"Lisa",NA,28715,35.50898,-82.65812,"Entire home/apt",180,1,151,"2022-03-12",6.95,7,270,77,NA
29052301,"Five Stars in Five Points",218933862,"Bronwen",NA,28801,35.60575,-82.55683,"Entire home/apt",109,2,112,"2022-03-13",2.69,1,124,29,NA
43430751,"Brick Ranch Home w/ Outdoor Delights & Fenced Yard",1766838,"Monica",NA,28806,35.59979,-82.59503,"Entire home/apt",215,2,16,"2022-03-13",1.95,1,139,16,NA
41257317,"Private entry to cozy room minutes to downtown!",6659154,"Jordan",NA,28806,35.63721,-82.63351,"Private room",46,1,25,"2022-01-01",0.96,2,183,20,NA
26260868,"Great! private: very close to airport, AVL, hiking",197405706,"Heather",NA,28732,35.43403,-82.52393,"Private room",51,1,182,"2022-03-13",4.09,2,40,55,NA
31241544,"Cottage Under the Blue Ridge",233729575,"Becky",NA,28805,35.60588,-82.48704,"Entire home/apt",152,2,279,"2022-03-19",7.2,1,131,96,NA
27566298,"Welcome to Asheville! Private room #1",204005138,"Tamara & Sergey",NA,28806,35.60352,-82.61175,"Private room",45,1,350,"2022-03-20",7.96,3,358,106,NA
47331141,"Kimono Cottage-homestyle Zen in West Asheville",270115998,"Satsuki",NA,28806,35.57775,-82.60505,"Entire home/apt",151,2,47,"2022-03-14",4.15,1,51,47,NA
50750210,"Privacy*Natural Beauty*Close to all attractions",403566878,"Ginger",NA,28805,35.5893,-82.46803,"Entire home/apt",134,2,7,"2022-03-13",0.93,2,80,7,NA
54367334,"NEW! 1 Bed/1 Bath/Office in Historic Grove Park",5082944,"Annie",NA,28801,35.60894,-82.54555,"Entire home/apt",65,29,0,"",NA,1,285,0,NA
31516196,"Emily's Cottage",21897312,"Frank",NA,28804,35.63076,-82.56291,"Entire home/apt",90,30,7,"2021-10-18",0.2,1,171,4,NA
43649028,"Modern Loft in walkable west Asheville II",1872084,"Linda And Rafael",NA,28806,35.58117,-82.59856,"Entire home/apt",119,2,79,"2022-03-01",3.66,3,161,37,NA
25722075,"Chateau on Patton Mountain! Minutes to downtown!",71812166,"Heidi & Ricky",NA,28804,35.6272,-82.53487,"Entire home/apt",450,3,113,"2022-02-14",2.51,7,244,33,NA
46131660,"South Asheville Getaway",257395098,"Bryan",NA,28704,35.46299,-82.50867,"Entire home/apt",153,4,50,"2022-03-13",2.98,1,273,33,NA
52091373,"⭐️ModernFarmhouse:MtnViews,PoolTable,Cornhole,Grill",182768159,"Cassie & Jeremy",NA,28805,35.61878,-82.48233,"Entire home/apt",449,2,15,"2022-03-13",2.78,1,323,15,NA
1127777,"Modern Meets Zen, Rest & Restore - West Asheville",6187751,"Hun",NA,28806,35.57381,-82.59377,"Private room",95,2,301,"2022-02-21",2.83,1,177,26,NA
16566334,"Comfy Asheville Cottage with Private Fenced Yard",15086526,"Smithson",NA,28806,35.54977,-82.62883,"Entire home/apt",138,1,348,"2022-02-26",5.94,3,122,73,NA
50610553,"***The Lucky Duck 🦆  Relax • Fish • Enjoy",100789740,"Carrie",NA,28806,35.59343,-82.65805,"Entire home/apt",228,2,5,"2021-12-19",0.71,4,323,5,NA
47405082,"Asheville Tackle Box Tiny House",338836359,"Jodie",NA,28704,35.45915,-82.56076,"Entire home/apt",79,1,113,"2022-03-18",7.78,2,356,95,NA
52617860,"Casa Amarilla | The Yellow House of AVL",412831695,"Mary",NA,28704,35.47642,-82.50411,"Entire home/apt",215,2,0,"",NA,1,353,0,NA
40274759,"Pod at Sweet Peas Hostel",305248767,"Sweet Peas",NA,28801,35.59685,-82.55437,"Shared room",43,1,341,"2022-03-15",12.15,4,89,275,NA
39036474,"New luxury 1 bdr/1 bath condo heart of downtown Asheville~55 South Market #214",167186184,"Towns",NA,28801,35.5935,-82.55112,"Entire home/apt",224,1,56,"2022-02-24",2.01,114,251,35,NA
18473371,"West Asheville Bamboo Bungalow near French Broad River",128125554,"Austin",NA,28806,35.56781,-82.56795,"Entire home/apt",155,2,146,"2022-03-11",2.49,1,187,40,NA
52407559,"Trendy and Spacious 2-story Apt. on Carolina Ln",329768553,"Austin",NA,28801,35.597935,-82.553123,"Entire home/apt",175,2,17,"2022-03-18",5.15,3,112,17,NA
51431865,"Private room in West Asheville bungalow",5518425,"Grant",NA,28806,35.57228,-82.57832,"Private room",70,2,0,"",NA,1,267,0,NA
5464591,"Artsy/Zen Bungalow in W. Asheville!",28342264,"Kristin",NA,28806,35.5751,-82.59686,"Entire home/apt",157,1,255,"2022-02-13",2.99,1,222,43,NA
52952113,"North AVL Hideout - Close to Downtown and Parkway",122746719,"Rebecca & Austin",NA,28804,35.64298,-82.51225,"Entire home/apt",281,2,20,"2022-03-17",5.77,2,205,20,NA
30336545,"A Country Place-Last MInute Cancellation!",11645461,"Jenny",NA,28801,35.60236,-82.5673,"Private room",86,3,35,"2021-10-25",1.09,1,0,6,NA
554287419576797760,"Choice All-Suite Retreat - Near Arts District, Downtown & Outdoor Activities",443127396,"Vacasa North Carolina",NA,28806,35.59735,-82.62273,"Entire home/apt",125,2,9,"2021-11-27",0.55,16,361,8,NA
15817222,"Middle Sunny Bedroom",57405998,"Cody",NA,28806,35.58473,-82.60814,"Private room",58,1,186,"2022-03-07",2.93,2,51,30,NA
50111754,"Sweet Bungalow With Cozy Cabana",404315596,"Toni",NA,28704,35.47336,-82.51417,"Entire home/apt",108,2,33,"2022-02-21",3.82,1,351,33,NA
34207606,"In east Asheville and close to so much more!",173098107,"Paul & Anne",NA,28805,35.58176,-82.48083,"Private room",44,2,58,"2021-12-07",1.79,2,136,14,NA
21214062,"Peaceful, Comfortable House in West Asheville",56642643,"Paul",NA,28806,35.57864,-82.63005,"Entire home/apt",193,5,25,"2021-12-31",0.61,3,54,8,NA
674894,"Lovely mountain home with a view!",614610,"Linda",NA,28805,35.62272,-82.50285,"Private room",49,2,223,"2022-03-12",2.06,2,354,33,NA
11609580,"Spacious, Chic Grove Park Studio - 5 Min Dwntwn",3156619,"Clara",NA,28801,35.61484,-82.54227,"Entire home/apt",135,2,259,"2022-02-13",3.94,1,222,42,NA
40758073,"Asheville Arts and crafts cabin on the river.",291084289,"Matthew",NA,28804,35.62922,-82.59894,"Entire home/apt",186,2,33,"2021-12-29",1.22,1,55,14,NA
24117606,"La Maison du Bonheur: The Peaceful Room",181660259,"Angèle",NA,28803,35.53297,-82.51794,"Private room",67,2,27,"2021-11-14",0.77,2,266,23,NA
43813089,"Game room, hot tub, 7 miles to downtown Asheville!",242474849,"Jennifer",NA,28805,35.60246,-82.47042,"Entire home/apt",385,2,56,"2022-02-18",2.69,14,314,25,NA
48028960,"Newly Renovated Condo in heart of Biltmore Village #200",167186184,"Towns",NA,28803,35.56364,-82.54184,"Entire home/apt",366,1,18,"2022-02-27",1.35,114,227,16,NA
48484474,"Modern Mtn Getaway 5 Miles to Downtown Asheville",151397468,"Evolve",NA,28804,35.64232,-82.5208,"Entire home/apt",183,2,23,"2022-03-05",2.01,22,336,23,NA
32893323,"Beautiful Quiet and Spacious Home in WestAsheville",247466621,"Patrick",NA,28806,35.5656,-82.59454,"Entire home/apt",186,2,69,"2022-02-20",1.98,1,16,36,NA
53508437,"Holly Hill Hideaway",205522452,"Black Bear",NA,28806,35.62107,-82.6398,"Entire home/apt",62,2,9,"2022-03-15",2.55,6,364,9,NA
42305242,"Howie's Hideout",122038827,"Stephanie",NA,28806,35.55772,-82.60334,"Entire home/apt",375,3,64,"2022-03-13",2.58,1,309,30,NA
20454654,"Downtown-central located cottage",71017205,"Showee",NA,28801,35.58048,-82.55518,"Entire home/apt",118,3,339,"2022-01-01",6.08,2,50,61,NA
13426466,"Asheville Studio w/ Sleeping Loft - Walk Downtown!",76545940,"Hilary",NA,28801,35.60229,-82.56237,"Entire home/apt",74,30,32,"2019-05-27",0.46,2,46,0,NA
43268496,"Private Guest Suite in Heart of West Asheville",23952961,"Caroline",NA,28806,35.58492,-82.58925,"Entire home/apt",110,2,41,"2022-03-13",2.2,1,51,23,NA
12250733,"West AVL Urban Retreat (Monthly)",6773853,"Ricky",NA,28806,35.56921,-82.57358,"Entire home/apt",105,30,24,"2022-03-03",0.33,1,0,8,NA
51752014,"Cozy Asheville/ Bent Creek Retreat Hot Tub",419247317,"Gene",NA,28806,35.51292,-82.61666,"Entire home/apt",226,1,53,"2022-03-08",8.11,1,346,53,NA
27306911,"Mountaintop Getaway minutes from West Asheville!",9339825,"Jenna",NA,28806,35.60031,-82.64394,"Entire home/apt",135,2,188,"2022-03-15",4.4,2,17,43,NA
17416267,"Downtown and Biltmore!",25041828,"Sarah",NA,28803,35.56677,-82.52251,"Entire home/apt",121,2,86,"2022-02-27",2.23,4,162,30,NA
39170705,"Private Grove Park Suite near downtown Asheville!",16970160,"Daniel",NA,28801,35.61295,-82.54469,"Entire home/apt",154,2,142,"2022-03-04",4.82,2,72,74,NA
47091897,"Big Red",231291927,"Steve",NA,28806,35.63184,-82.62874,"Entire home/apt",82,1,191,"2022-03-17",12.57,9,354,153,NA
1297717,"Lovely, peaceful mountain retreat",614610,"Linda",NA,28805,35.62277,-82.50215,"Entire home/apt",57,2,103,"2018-07-24",0.98,2,235,0,NA
14738243,"CozyCottageWalk2town,",65772530,"Roberta",NA,28801,35.60369,-82.54804,"Private room",42,2,202,"2022-01-09",3.13,1,0,6,NA
39364782,"Quiet Downtown Suite Steps Away from Downtown",35972008,"Virginia",NA,28801,35.59905,-82.55763,"Entire home/apt",225,2,16,"2021-06-14",0.58,1,0,4,NA
52386150,"Bright, Clean, and Close to Everything.",424026604,"Terry",NA,28806,35.59252,-82.61285,"Entire home/apt",100,30,0,"",NA,2,311,0,NA
24594949,"Stylish Studio in the Trees - Montford",12920851,"Terry",NA,28801,35.60694,-82.57503,"Entire home/apt",114,3,188,"2022-03-14",3.99,1,27,34,NA
18721359,"The Acorn Guesthouse",32221473,"Randy",NA,28803,35.56728,-82.52617,"Entire home/apt",50,30,11,"2021-11-05",0.38,2,265,4,NA
43689886,"Le Chateau D'Arce @ The Baying Hound Campground",151279507,"Bobby And Amanda",NA,28806,35.61182,-82.60355,"Private room",29,1,37,"2021-12-19",1.72,19,356,18,NA
48491502,"Asheville Cottage 18-20",174586650,"Perry",NA,28805,35.58506,-82.48831,"Entire home/apt",54,30,1,"2021-07-31",0.13,4,77,1,NA
6005112,"Solar House in South Asheville",31174094,"Walter",NA,28803,35.49363,-82.51539,"Private room",65,2,59,"2022-03-18",1.46,2,30,22,NA
23076921,"North Asheville Urban Forest",89752652,"Gary",NA,28801,35.61301,-82.55655,"Private room",75,1,206,"2022-01-07",4.24,1,161,66,NA
11291801,"Private, secluded cabin-wood/fireplace/hot tub.",44117628,"Kelly",NA,28806,35.5964,-82.65604,"Entire home/apt",132,2,114,"2022-03-15",1.58,2,279,37,NA
17155164,"Beautiful Mountain Views 5 Minunutes to Downtown!!",21539203,"Dorothy",NA,28805,35.5917,-82.5375,"Entire home/apt",106,2,514,"2022-02-28",8.37,3,259,99,NA
24907910,"2 BR Private Apartment Under 3 Miles to Downtown",184575448,"Alex",NA,28804,35.63959,-82.57379,"Entire home/apt",116,2,34,"2020-08-17",0.73,1,0,0,NA
19858349,"Suite in Montford (kid-friendly)",140436665,"Alexa And Mike",NA,28801,35.59785,-82.56567,"Entire home/apt",159,3,99,"2022-03-07",1.95,2,31,13,NA
51562372,"Vintage Norwood Carriage House",48817320,"David",NA,28804,35.6135,-82.55294,"Entire home/apt",129,2,16,"2022-03-06",2.73,1,22,16,NA
47834023,"""Albergue"" Home base for exploring Asheville & WNC",29603611,"Isaiah",NA,28801,35.6024,-82.573,"Entire home/apt",94,3,67,"2022-03-13",4.94,1,26,60,NA
49484290,"Dogwood Cottage - Perfect couples escape",44036707,"Michael",NA,28704,35.46411,-82.5764,"Entire home/apt",101,2,23,"2021-12-31",2.23,3,109,23,NA
40784083,"THE HIVE: Large 6-BR home, great location & clean",53103852,"Andrea",NA,28803,35.48984,-82.49757,"Entire home/apt",414,2,137,"2022-03-18",6.17,2,272,84,NA
34900080,"Charming, Newly Renovated 1 bdr/1 bath in Historic King James Building Unit #7",167186184,"Towns",NA,28801,35.60292,-82.54661,"Entire home/apt",124,1,70,"2022-02-27",2.04,114,258,20,NA
28927010,"Cozy Cottage Near Town",123511498,"Chad",NA,28806,35.58875,-82.62338,"Entire home/apt",126,6,93,"2021-11-28",2.21,1,85,20,NA
44175607,"Room with a view.",326751718,"Sheri",NA,28801,35.60528,-82.5697,"Private room",215,1,0,"",NA,7,315,0,NA
26103338,"Downtown Getaway + Modern Bungalow / SIDE SUITE",7150495,"Wren",NA,28801,35.60355,-82.55703,"Private room",94,1,263,"2022-03-04",5.78,2,156,101,NA
45023214,"Hidden Acres Guest House w/ Hot Tub",344807572,"Richard",NA,28806,35.547,-82.63248,"Entire home/apt",92,1,139,"2022-03-18",7.25,3,328,84,NA
37119782,"Elope overlooking Mountains (Mini Lavender Farm)",200915871,"Celeste And Chris",NA,28804,35.65077,-82.52751,"Entire home/apt",132,2,0,"",NA,6,248,0,NA
48196625,"Quirky, eccentric, fabulous Chill Oasis",297735165,"Greg",NA,28806,35.56986,-82.58005,"Entire home/apt",125,2,16,"2022-01-02",2.26,1,0,16,NA
31709039,"Modern Home in West Asheville",41853076,"Valerie",NA,28806,35.58207,-82.60038,"Private room",74,1,61,"2022-03-06",1.65,1,183,25,NA
36213020,"Charming, Newly Renovated 1 bdr/1 bath in Historic King James Building Unit #4",167186184,"Towns",NA,28801,35.60146,-82.54663,"Entire home/apt",124,1,64,"2022-02-21",1.95,114,264,24,NA
45421363,"Lofts at Woolworth in downtown Asheville NC! #207",367363875,"Scott",NA,28801,35.59546,-82.55421,"Entire home/apt",275,3,55,"2022-03-13",3.67,8,85,48,NA
14125023,"Downtown Furnished Studio!! Close to Everything!!!",10746689,"Irina",NA,28801,35.59841,-82.54228,"Entire home/apt",80,30,4,"2022-02-02",0.09,2,222,3,NA
32870113,"the RUBY ROOST cozy retreat near West Asheville",87229450,"Tristan",NA,28715,35.55431,-82.64858,"Entire home/apt",75,1,204,"2022-03-19",5.7,1,0,57,NA
32933835,"Cozy mountain retreat. Convenient to downtown.",247799171,"Brent",NA,28806,35.54664,-82.6161,"Entire home/apt",170,2,81,"2022-02-05",2.25,2,247,31,NA
8513468,"Charming home near UNCA/Downtown",30899500,"Daniel",NA,28804,35.61802,-82.56014,"Entire home/apt",80,30,201,"2022-01-30",2.56,1,248,2,NA
31411568,"Downtown•Modern•Cumberland Cottage•Kitchen•Sleep 6",178317608,"Carly",NA,28801,35.59808,-82.55833,"Entire home/apt",270,2,250,"2022-03-13",6.53,2,201,86,NA
45893285,"Shrimp Shack @ Baying Hound Campground",151279507,"Bobby And Amanda",NA,28806,35.61147,-82.60474,"Entire home/apt",29,1,46,"2021-12-28",2.68,19,86,34,NA
42298029,"Cozy Bungalow near Downtown & Biltmore- West Room.",304891938,"Joshua",NA,28803,35.56385,-82.52236,"Private room",43,3,122,"2022-03-17",4.94,3,355,52,NA
16868257,"Taylor Ranch Retreat",112407742,"Inspired Getaway",NA,28732,35.46129,-82.4674,"Entire home/apt",290,2,52,"2022-02-06",1.81,3,237,22,NA
51838711,"Rustic Camper minutes to Asheville",398177301,"Barry",NA,28806,35.61922,-82.65641,"Entire home/apt",66,1,25,"2022-03-06",3.68,7,361,25,NA
26335600,"Artists' Home in the Heart of West Asheville",11399755,"Jen",NA,28806,35.58468,-82.59858,"Private room",45,1,68,"2020-07-04",1.53,1,0,0,NA
53395590,"The Asheville Club at 151 Suite 1103",167186184,"Towns",NA,28801,35.59746,-82.55829,"Entire home/apt",381,1,7,"2022-03-02",1.81,114,277,7,NA
976034,"Urban Peace 5 ml from Downtown AVL",5340154,"Ar",NA,28803,35.55544,-82.48361,"Entire home/apt",151,2,163,"2019-05-27",1.49,1,80,0,NA
35521639,"Quiet Mtn Cottage Near Biltmore-Downtown-Full Kit",267251966,"Jeff",NA,28806,35.5263,-82.61127,"Entire home/apt",131,2,144,"2022-03-13",4.34,3,166,59,NA
23623536,"Walking Distance to Downtown Asheville. Clean!",400858996,"Brian",NA,28801,35.59569,-82.56288,"Entire home/apt",175,2,158,"2022-03-13",3.35,1,130,55,NA
554759394399258752,"Elkhorn Cabin & Eagles Wing Lodge | 2 Adjacent Cabins | Walk to Spa & Trails",443139360,"Vacasa North Carolina",NA,28803,35.54772,-82.49542,"Entire home/apt",684,2,0,"",NA,22,353,0,NA
36241169,"Private, New & Walkable to Haywood Rd & River Arts",9313376,"Thomas",NA,28806,35.58277,-82.57902,"Entire home/apt",105,1,303,"2022-03-18",9.2,1,108,126,NA
24540122,"Private+Walk to RAD & West AVL+Deck!!!",185370249,"Brooke & Keith",NA,28806,35.58425,-82.57564,"Entire home/apt",111,3,321,"2022-03-17",6.86,2,38,81,NA
13819278,"Mountain Glow- close to downtown and BR Parkway.",24629376,"Mary",NA,28805,35.60833,-82.48589,"Entire home/apt",156,3,127,"2022-01-02",1.88,1,312,40,NA
39769249,"Historic Oasis next to downtown",84554169,"Jarod",NA,28801,35.6084,-82.54457,"Entire home/apt",109,2,17,"2020-08-10",0.64,1,0,0,NA
39229606,"Historic Farmstead 5 min from Downtown Asheville",1912965,"Tim",NA,28805,35.58958,-82.50909,"Entire home/apt",93,2,137,"2022-03-16",4.88,1,131,70,NA
52954755,"""Chill Boho"" West Asheville - Private Room & Bath",5019293,"Rebekah",NA,28806,35.56556,-82.63505,"Private room",78,3,2,"2021-12-30",0.46,1,364,2,NA
45619526,"Walk to breweries, restaurants & music venues",51855399,"Kurt",NA,28806,35.58027,-82.5966,"Entire home/apt",86,2,81,"2022-03-08",4.63,1,90,60,NA
38453728,"Quiet, Safe, Well-Appointed, Excellent Location",293140550,"Dena",NA,28806,35.58348,-82.57361,"Private room",50,30,1,"2019-11-13",0.03,1,79,0,NA
11947108,"2BR suite near Biltmore Estate, Brews & Downtown",12949639,"Roger And Mary",NA,28803,35.57818,-82.54402,"Entire home/apt",116,2,259,"2022-03-06",3.76,1,244,49,NA
30558665,"Asheville Yoga Training? Here's your spot!",2285909,"Gretchen",NA,28801,35.60554,-82.55124,"Private room",99,1,7,"2020-03-10",0.18,3,78,0,NA
49761321,"Stay In The Loop",64318627,"Ceara",NA,28806,35.58693,-82.59908,"Entire home/apt",125,30,4,"2022-02-24",0.46,1,82,4,NA
48694660,"Off grid tiny living on the farm in Asheville!",231291927,"Steve",NA,28806,35.63308,-82.62892,"Entire home/apt",66,3,121,"2022-03-15",9.89,9,360,120,NA
45988503,"Bent Creek Retreat Mountain Biking & dog friendly",372785378,"Lorrin",NA,28806,35.504337,-82.607079,"Entire home/apt",90,2,73,"2022-03-13",4.59,1,50,60,NA
20362514,"West AVL Bohemian Bungalow, walk to Haywood Rd",52404494,"Sonia",NA,28806,35.57493,-82.58947,"Entire home/apt",213,2,27,"2021-10-10",0.49,1,5,10,NA
197263,"Tranquil Room & Private Bath",961396,"Timo",NA,28806,35.57808,-82.63689,"Private room",45,2,42,"2021-11-28",0.36,2,80,4,NA
47001014,"Private 3/2 Biltmore Village Home Near Everything!",177685841,"Bobby",NA,28803,35.55644,-82.53692,"Entire home/apt",125,3,12,"2022-03-08",1.6,1,165,12,NA
27853519,"Welcome to Asheville! Private room #2",204005138,"Tamara & Sergey",NA,28806,35.60353,-82.61134,"Private room",44,1,392,"2022-03-19",9.02,3,362,131,NA
40030511,"Cozy 2.5BR 1400 sq ft triplex in historic Montford",223842233,"Donna",NA,28801,35.60873,-82.56497,"Entire home/apt",55,30,9,"2022-02-26",0.32,1,2,5,NA
52887058,"⭐ Hip West Asheville 🏠 w/3BR 🐕 👍",428187004,"Piyumi",NA,28806,35.569981,-82.631577,"Entire home/apt",153,2,21,"2022-03-14",4.96,1,178,21,NA
554287300307621376,"Spacious Mountain-View Retreat | Private Hot Tub, 2 Living Areas, Foosball",443127396,"Vacasa North Carolina",NA,28704,35.46062,-82.5882,"Entire home/apt",273,2,13,"2022-01-17",1.3,16,336,13,NA
43826270,"Beautiful Brand New House! Minutes to Downtown Avl",132719003,"Sarah",NA,28804,35.63422,-82.5844,"Entire home/apt",350,3,35,"2022-02-21",1.7,1,304,18,NA
52931930,"A Quiet Getaway Near The Historic Grove Park Inn",428514518,"Paul & Sonali",NA,28804,35.61702,-82.55298,"Entire home/apt",150,2,12,"2022-03-20",2.83,1,61,12,NA
25109693,"The Bluebird Getaway",16233515,"Jessica",NA,28806,35.61906,-82.58095,"Entire home/apt",176,3,118,"2022-02-21",3.41,4,33,41,NA
48105328,"West Asheville Cabin with Hot tub",40029825,"Melissa",NA,28806,35.59903,-82.63737,"Entire home/apt",206,2,104,"2022-03-15",7.94,1,67,96,NA
14652591,"Cozy--private entrance and bath,  central location",46663867,"Lynn",NA,28805,35.58384,-82.49855,"Entire home/apt",80,2,132,"2022-03-13",2.01,1,144,30,NA
34572413,"Arden Cottage w/Fire Pit - 11 Mi to Asheville",151397468,"Evolve",NA,28704,35.47941,-82.58403,"Entire home/apt",120,2,31,"2021-11-14",0.94,22,348,13,NA
35485678,"Mountain/golf course view near downtown.",266624774,"Na",NA,28805,35.58057,-82.49607,"Entire home/apt",150,3,53,"2021-07-31",1.58,1,0,9,NA
2569529,"Downtown Asheville 2 bed/2bath unit for rent",8671251,"Heather",NA,28801,35.60045,-82.55587,"Entire home/apt",85,180,12,"2016-07-04",0.12,1,304,0,NA
21236709,"Perfect place for a quick getaway",153487202,"Matt",NA,28806,35.6243,-82.62108,"Private room",71,2,213,"2021-10-10",3.94,2,0,18,NA
13556933,"Sunporch Suite w/ private entrance",78069256,"Laura",NA,28804,35.63261,-82.53672,"Entire home/apt",78,1,248,"2022-03-15",3.66,2,29,45,NA
37327799,"Elegant Mountain Chalet 15 Minutes to downtown AVL",145533530,"Christy",NA,28805,35.63432,-82.4606,"Entire home/apt",350,3,79,"2022-03-18",2.54,4,147,24,NA
40132695,"51-Acre Peaceful Retreat 9 Miles from Downtown",309708737,"Gary",NA,28805,35.64558,-82.47004,"Entire home/apt",120,3,35,"2021-12-13",1.26,1,62,24,NA
31681784,"New Downtown Luxury Condo with Stunning Mountain Views",167186184,"Towns",NA,28801,35.59153,-82.55565,"Entire home/apt",295,1,63,"2022-02-22",1.69,114,216,20,NA
53834698,"NEW! Pet-Friendly Mountain Apt w/ Patio & Koi Pond",121681645,"Evolve",NA,28805,35.62783,-82.47923,"Entire home/apt",124,2,1,"2021-12-29",0.37,15,329,1,NA
7341057,"Two Bedroom Suite in South Asheville",37737144,"Kwadwo",NA,28704,35.47536,-82.50085,"Private room",95,1,173,"2021-12-27",2.15,4,345,24,NA
47963232,"Boutique Condo in the ❤ of Downtown Asheville",41847750,"J. Benjamin",NA,28801,35.59416,-82.5511,"Entire home/apt",295,2,29,"2022-03-12",2.25,1,224,26,NA
53547976,"1 Bedroom in a shared home in Asheville",433621709,"Thomas",NA,28803,35.55474,-82.50973,"Private room",122,2,4,"2022-02-20",1.5,1,360,4,NA
