date,year,month,weekday,station314,station304
2014-01-27,2014,1,Tuesday,0.08,-99.9
2014-01-28,2014,1,Wednesday,0,-99.9
2014-01-29,2014,1,Thursday,0,-99.9
2014-01-30,2014,1,Friday,0,-99.9
2014-01-31,2014,1,Saturday,0,-99.9
2014-02-01,2014,2,Sunday,0.27,-99.9
2014-02-02,2014,2,Monday,0.42,-99.9
2014-02-03,2014,2,Tuesday,0,-99.9
2014-02-04,2014,2,Wednesday,0,-99.9
2014-02-05,2014,2,Thursday,0.42,-99.9
2014-02-06,2014,2,Friday,0.08,-99.9
2014-02-07,2014,2,Saturday,0,-99.9
2014-02-08,2014,2,Sunday,0,-99.9
2014-02-09,2014,2,Monday,0.14,-99.9
2014-02-10,2014,2,Tuesday,0,-99.9
2014-02-11,2014,2,Wednesday,0,-99.9
2014-02-12,2014,2,Thursday,0,-99.9
2014-02-13,2014,2,Friday,0,-99.9
2014-02-14,2014,2,Saturday,0,-99.9
2014-02-15,2014,2,Sunday,-99.9,-99.9
2014-02-16,2014,2,Monday,0.05,-99.9
2014-02-17,2014,2,Tuesday,0.02,-99.9
2014-02-18,2014,2,Wednesday,0.57,-99.9
2014-02-19,2014,2,Thursday,0,-99.9
2014-02-20,2014,2,Friday,1.22,-99.9
2014-02-21,2014,2,Saturday,0.27,0.28
2014-02-22,2014,2,Sunday,0,0
2014-02-23,2014,2,Monday,0,0
2014-02-24,2014,2,Tuesday,0,0
2014-02-25,2014,2,Wednesday,-99.9,0
2014-02-26,2014,2,Thursday,-99.9,0
2014-02-27,2014,2,Friday,-99.9,0
2014-02-28,2014,2,Saturday,-99.9,0
2014-03-01,2014,3,Sunday,0,0
2014-03-02,2014,3,Monday,0.41,0.2
2014-03-03,2014,3,Tuesday,0.02,-99.9
2014-03-04,2014,3,Wednesday,0,-99.9
2014-03-05,2014,3,Thursday,0.05,-99.9
2014-03-06,2014,3,Friday,0.14,-99.9
2014-03-07,2014,3,Saturday,0,-99.9
2014-03-08,2014,3,Sunday,0.09,-99.9
2014-03-09,2014,3,Monday,0,-99.9
2014-03-10,2014,3,Tuesday,0,-99.9
2014-03-11,2014,3,Wednesday,0,-99.9
2014-03-12,2014,3,Thursday,0.68,-99.9
2014-03-13,2014,3,Friday,-99.9,-99.9
2014-03-14,2014,3,Saturday,-99.9,-99.9
2014-03-15,2014,3,Sunday,-99.9,-99.9
2014-03-16,2014,3,Monday,-99.9,-99.9
2014-03-17,2014,3,Tuesday,0,-99.9
2014-03-18,2014,3,Wednesday,0,-99.9
2014-03-19,2014,3,Thursday,0.22,-99.9
2014-03-20,2014,3,Friday,0.18,-99.9
2014-03-21,2014,3,Saturday,0.05,-99.9
2014-03-22,2014,3,Sunday,-99.9,-99.9
2014-03-23,2014,3,Monday,-99.9,-99.9
2014-03-24,2014,3,Tuesday,-99.9,-99.9
2014-03-25,2014,3,Wednesday,0.08,-99.9
2014-03-26,2014,3,Thursday,0,-99.9
2014-03-27,2014,3,Friday,0.04,-99.9
2014-03-28,2014,3,Saturday,0.27,-99.9
2014-03-29,2014,3,Sunday,0,-99.9
2014-03-30,2014,3,Monday,0,-99.9
2014-03-31,2014,3,Tuesday,0,-99.9
2014-04-01,2014,4,Wednesday,0,-99.9
2014-04-02,2014,4,Thursday,0,-99.9
2014-04-03,2014,4,Friday,0.58,0.56
2014-04-04,2014,4,Saturday,1.08,0.81
2014-04-05,2014,4,Sunday,0.04,0.02
2014-04-06,2014,4,Monday,0,0
2014-04-07,2014,4,Tuesday,0,0.02
2014-04-08,2014,4,Wednesday,-99.9,0
2014-04-09,2014,4,Thursday,-99.9,0
2014-04-10,2014,4,Friday,0,0
2014-04-11,2014,4,Saturday,0,0
2014-04-12,2014,4,Sunday,0,0
2014-04-13,2014,4,Monday,0,0
2014-04-14,2014,4,Tuesday,0.14,0
2014-04-15,2014,4,Wednesday,0.35,0
2014-04-16,2014,4,Thursday,0,0
2014-04-17,2014,4,Friday,0,0
2014-04-18,2014,4,Saturday,0,0
2014-04-19,2014,4,Sunday,0,0
2014-04-20,2014,4,Monday,0,0
2014-04-21,2014,4,Tuesday,0,0
2014-04-22,2014,4,Wednesday,0.33,0.32
2014-04-23,2014,4,Thursday,0,0
2014-04-24,2014,4,Friday,0.02,0.03
2014-04-25,2014,4,Saturday,0.11,0.09
2014-04-26,2014,4,Sunday,0.01,0.01
2014-04-27,2014,4,Monday,0,-99.9
2014-04-28,2014,4,Tuesday,0.03,0.05
2014-04-29,2014,4,Wednesday,0.21,0.23
2014-04-30,2014,4,Thursday,0.1,0.07
2014-05-01,2014,5,Friday,0.05,0.02
2014-05-02,2014,5,Saturday,0.11,0.21
2014-05-03,2014,5,Sunday,0.04,0.04
2014-05-04,2014,5,Monday,0,0
2014-05-05,2014,5,Tuesday,-99.9,0.03
2014-05-06,2014,5,Wednesday,0.03,0
2014-05-07,2014,5,Thursday,0,0
2014-05-08,2014,5,Friday,0,0
2014-05-09,2014,5,Saturday,0.48,0.58
2014-05-10,2014,5,Sunday,0.28,0.5
2014-05-11,2014,5,Monday,0,0
2014-05-12,2014,5,Tuesday,0.59,0.66
2014-05-13,2014,5,Wednesday,0.52,0.62
2014-05-14,2014,5,Thursday,-99.9,0.01
2014-05-15,2014,5,Friday,-99.9,0.51
2014-05-16,2014,5,Saturday,-99.9,0.11
2014-05-17,2014,5,Sunday,-99.9,0.04
2014-05-18,2014,5,Monday,-99.9,0
2014-05-19,2014,5,Tuesday,0,0
2014-05-20,2014,5,Wednesday,0,0
2014-05-21,2014,5,Thursday,0.42,0.19
2014-05-22,2014,5,Friday,0,0
2014-05-23,2014,5,Saturday,0,0
2014-05-24,2014,5,Sunday,0,0
2014-05-25,2014,5,Monday,0,0
2014-05-26,2014,5,Tuesday,0,0
2014-05-27,2014,5,Wednesday,0.58,0.45
2014-05-28,2014,5,Thursday,0.14,0.05
2014-05-29,2014,5,Friday,0,0
2014-05-30,2014,5,Saturday,0,0
2014-05-31,2014,5,Sunday,0,0
2014-06-01,2014,6,Monday,0,0
2014-06-02,2014,6,Tuesday,0.02,0
2014-06-03,2014,6,Wednesday,0.05,0.07
2014-06-04,2014,6,Thursday,0.1,0.15
2014-06-05,2014,6,Friday,0.84,0.86
2014-06-06,2014,6,Saturday,0,0
2014-06-07,2014,6,Sunday,0,0
2014-06-08,2014,6,Monday,0.44,0.4
2014-06-09,2014,6,Tuesday,0,0
2014-06-10,2014,6,Wednesday,0,0
2014-06-11,2014,6,Thursday,0.61,0.56
2014-06-12,2014,6,Friday,0.02,0.08
2014-06-13,2014,6,Saturday,0,0
2014-06-14,2014,6,Sunday,0,0
2014-06-15,2014,6,Monday,0,0
2014-06-16,2014,6,Tuesday,0,0.01
2014-06-17,2014,6,Wednesday,0,0
2014-06-18,2014,6,Thursday,0,0
2014-06-19,2014,6,Friday,0.51,0.35
2014-06-20,2014,6,Saturday,1.06,1.43
2014-06-21,2014,6,Sunday,0,0
2014-06-22,2014,6,Monday,0.83,0.76
2014-06-23,2014,6,Tuesday,0,0
2014-06-24,2014,6,Wednesday,1.21,2.31
2014-06-25,2014,6,Thursday,0.38,0.28
2014-06-26,2014,6,Friday,0,0
2014-06-27,2014,6,Saturday,0,0
2014-06-28,2014,6,Sunday,0,0
2014-06-29,2014,6,Monday,0.93,1.09
2014-06-30,2014,6,Tuesday,0.28,0.22
2014-07-01,2014,7,Wednesday,-99.9,1.69
2014-07-02,2014,7,Thursday,-99.9,0
2014-07-03,2014,7,Friday,-99.9,0.12
2014-07-04,2014,7,Saturday,-99.9,0
2014-07-05,2014,7,Sunday,0,0
2014-07-06,2014,7,Monday,0,0
2014-07-07,2014,7,Tuesday,0.04,0.01
2014-07-08,2014,7,Wednesday,0.15,0.09
2014-07-09,2014,7,Thursday,0.08,0.08
2014-07-10,2014,7,Friday,0,0
2014-07-11,2014,7,Saturday,0,0
2014-07-12,2014,7,Sunday,0,0
2014-07-13,2014,7,Monday,0.64,0.73
2014-07-14,2014,7,Tuesday,0,0
2014-07-15,2014,7,Wednesday,0.02,0.02
2014-07-16,2014,7,Thursday,0.14,0.03
2014-07-17,2014,7,Friday,0,0.01
2014-07-18,2014,7,Saturday,0,0
2014-07-19,2014,7,Sunday,0,0
2014-07-20,2014,7,Monday,0,0
2014-07-21,2014,7,Tuesday,0,0
2014-07-22,2014,7,Wednesday,0,0
2014-07-23,2014,7,Thursday,0.54,0.26
2014-07-24,2014,7,Friday,0,0
2014-07-25,2014,7,Saturday,0,0
2014-07-26,2014,7,Sunday,0,0
2014-07-27,2014,7,Monday,0,0
2014-07-28,2014,7,Tuesday,0.05,0.01
2014-07-29,2014,7,Wednesday,0,0
2014-07-30,2014,7,Thursday,0,0
2014-07-31,2014,7,Friday,0,0
2014-08-01,2014,8,Saturday,0,0
2014-08-02,2014,8,Sunday,0.14,0.27
2014-08-03,2014,8,Monday,0,0
2014-08-04,2014,8,Tuesday,0.43,0.73
2014-08-05,2014,8,Wednesday,0.23,0.22
2014-08-06,2014,8,Thursday,0,0
2014-08-07,2014,8,Friday,0,0
2014-08-08,2014,8,Saturday,0,0
2014-08-09,2014,8,Sunday,0,0
2014-08-10,2014,8,Monday,0,0
2014-08-11,2014,8,Tuesday,0.51,0.33
2014-08-12,2014,8,Wednesday,-99.9,1.24
2014-08-13,2014,8,Thursday,-99.9,0.01
2014-08-14,2014,8,Friday,0,0
2014-08-15,2014,8,Saturday,0,0
2014-08-16,2014,8,Sunday,0,0
2014-08-17,2014,8,Monday,-99.9,0
2014-08-18,2014,8,Tuesday,0,0
2014-08-19,2014,8,Wednesday,0,0
2014-08-20,2014,8,Thursday,0.01,0.01
2014-08-21,2014,8,Friday,0.43,0.77
2014-08-22,2014,8,Saturday,1.32,2.35
2014-08-23,2014,8,Sunday,0,0
2014-08-24,2014,8,Monday,0.48,1.11
2014-08-25,2014,8,Tuesday,-99.9,0
2014-08-26,2014,8,Wednesday,0.27,0.63
2014-08-27,2014,8,Thursday,0.24,0.38
2014-08-28,2014,8,Friday,0,0
2014-08-29,2014,8,Saturday,0,0.02
2014-08-30,2014,8,Sunday,-99.9,0.03
2014-08-31,2014,8,Monday,-99.9,0.04
2014-09-01,2014,9,Tuesday,-99.9,0
2014-09-02,2014,9,Wednesday,-99.9,0
2014-09-03,2014,9,Thursday,0.12,0.1
2014-09-04,2014,9,Friday,0,0
2014-09-05,2014,9,Saturday,0.09,0.12
2014-09-06,2014,9,Sunday,0.97,1.59
2014-09-07,2014,9,Monday,0,0
2014-09-08,2014,9,Tuesday,0,0
2014-09-09,2014,9,Wednesday,0,0
2014-09-10,2014,9,Thursday,1.02,0.63
2014-09-11,2014,9,Friday,0.02,0.41
2014-09-12,2014,9,Saturday,0.02,0.04
2014-09-13,2014,9,Sunday,-99.9,0
2014-09-14,2014,9,Monday,-99.9,0
2014-09-15,2014,9,Tuesday,-99.9,0
2014-09-16,2014,9,Wednesday,0,0.33
2014-09-17,2014,9,Thursday,0,0
2014-09-18,2014,9,Friday,0,0
2014-09-19,2014,9,Saturday,0,0
2014-09-20,2014,9,Sunday,0,0
2014-09-21,2014,9,Monday,0.78,0.66
2014-09-22,2014,9,Tuesday,0,0
2014-09-23,2014,9,Wednesday,0,0
2014-09-24,2014,9,Thursday,0,0
2014-09-25,2014,9,Friday,0,0
2014-09-26,2014,9,Saturday,0,0
2014-09-27,2014,9,Sunday,0,0
2014-09-28,2014,9,Monday,0,0
2014-09-29,2014,9,Tuesday,0,0
2014-09-30,2014,9,Wednesday,0,0
2014-10-01,2014,10,Thursday,0,0
2014-10-02,2014,10,Friday,0.04,0.03
2014-10-03,2014,10,Saturday,1.63,2.55
2014-10-04,2014,10,Sunday,-99.9,0.09
2014-10-05,2014,10,Monday,0.04,0.02
2014-10-06,2014,10,Tuesday,0,0
2014-10-07,2014,10,Wednesday,0,0
2014-10-08,2014,10,Thursday,0.14,0.28
2014-10-09,2014,10,Friday,0,0
2014-10-10,2014,10,Saturday,0,0
2014-10-11,2014,10,Sunday,0,0
2014-10-12,2014,10,Monday,0,0
2014-10-13,2014,10,Tuesday,0.14,0.23
2014-10-14,2014,10,Wednesday,-99.9,0.37
2014-10-15,2014,10,Thursday,-99.9,0.8
2014-10-16,2014,10,Friday,-99.9,0.44
2014-10-17,2014,10,Saturday,-99.9,0.01
2014-10-18,2014,10,Sunday,-99.9,0.03
2014-10-19,2014,10,Monday,-99.9,0.13
2014-10-20,2014,10,Tuesday,0,0.01
2014-10-21,2014,10,Wednesday,0.04,0.02
2014-10-22,2014,10,Thursday,0.04,0.03
2014-10-23,2014,10,Friday,0,0
2014-10-24,2014,10,Saturday,0,0
2014-10-25,2014,10,Sunday,0,0
2014-10-26,2014,10,Monday,0,0
2014-10-27,2014,10,Tuesday,0,0
2014-10-28,2014,10,Wednesday,0.27,0.26
2014-10-29,2014,10,Thursday,0,0
2014-10-30,2014,10,Friday,0,0
2014-10-31,2014,10,Saturday,0.08,0.03
2014-11-01,2014,11,Sunday,-99.9,0.52
2014-11-02,2014,11,Monday,-99.9,0
2014-11-03,2014,11,Tuesday,-99.9,0
2014-11-04,2014,11,Wednesday,0.06,0.06
2014-11-05,2014,11,Thursday,-99.9,0.02
2014-11-06,2014,11,Friday,-99.9,0.02
2014-11-07,2014,11,Saturday,-99.9,0
2014-11-08,2014,11,Sunday,-99.9,0
2014-11-09,2014,11,Monday,-99.9,0
2014-11-10,2014,11,Tuesday,0,0
2014-11-11,2014,11,Wednesday,0,0
2014-11-12,2014,11,Thursday,0.28,0.25
2014-11-13,2014,11,Friday,0,0
2014-11-14,2014,11,Saturday,0,0
2014-11-15,2014,11,Sunday,0,0
2014-11-16,2014,11,Monday,0,0
2014-11-17,2014,11,Tuesday,0,0
2014-11-18,2014,11,Wednesday,0,0
2014-11-19,2014,11,Thursday,0,0
2014-11-20,2014,11,Friday,0,0
2014-11-21,2014,11,Saturday,0,0
2014-11-22,2014,11,Sunday,0.11,0.21
2014-11-23,2014,11,Monday,-99.9,0.06
2014-11-24,2014,11,Tuesday,-99.9,1.23
2014-11-25,2014,11,Wednesday,-99.9,0.34
2014-11-26,2014,11,Thursday,-99.9,0
2014-11-27,2014,11,Friday,-99.9,0
2014-11-28,2014,11,Saturday,-99.9,0
2014-11-29,2014,11,Sunday,-99.9,0
2014-11-30,2014,11,Monday,0,0
2014-12-01,2014,12,Tuesday,-99.9,0
2014-12-02,2014,12,Wednesday,0,0
2014-12-03,2014,12,Thursday,0,0
2014-12-04,2014,12,Friday,0,0
2014-12-05,2014,12,Saturday,0,0
2014-12-06,2014,12,Sunday,0,0
2014-12-07,2014,12,Monday,0,0
2014-12-08,2014,12,Tuesday,-99.9,0
2014-12-09,2014,12,Wednesday,0.28,0.31
2014-12-10,2014,12,Thursday,0.11,0.04
2014-12-11,2014,12,Friday,0,0
2014-12-12,2014,12,Saturday,0,0
2014-12-13,2014,12,Sunday,0,0
2014-12-14,2014,12,Monday,0,0
2014-12-15,2014,12,Tuesday,0,0
2014-12-16,2014,12,Wednesday,0.09,0
2014-12-17,2014,12,Thursday,0.02,0
2014-12-18,2014,12,Friday,0,0
2014-12-19,2014,12,Saturday,0,0
2014-12-20,2014,12,Sunday,-99.9,0
2014-12-21,2014,12,Monday,-99.9,0
2014-12-22,2014,12,Tuesday,-99.9,0
2014-12-23,2014,12,Wednesday,-99.9,0.43
2014-12-24,2014,12,Thursday,-99.9,0.11
2014-12-25,2014,12,Friday,-99.9,0.3
2014-12-26,2014,12,Saturday,-99.9,0
2014-12-27,2014,12,Sunday,0.04,0.05
2014-12-28,2014,12,Monday,0,0.01
2014-12-29,2014,12,Tuesday,0,0
2014-12-30,2014,12,Wednesday,0,-99.9
2014-12-31,2014,12,Thursday,0,-99.9
2015-01-01,2015,1,Friday,0,0
2015-01-02,2015,1,Saturday,0,0
2015-01-03,2015,1,Sunday,0.18,0.14
2015-01-04,2015,1,Monday,0.86,0.76
2015-01-05,2015,1,Tuesday,0.29,-99.9
2015-01-06,2015,1,Wednesday,0.19,-99.9
2015-01-07,2015,1,Thursday,0,-99.9
2015-01-08,2015,1,Friday,0,-99.9
2015-01-09,2015,1,Saturday,0.07,-99.9
2015-01-10,2015,1,Sunday,0,-99.9
2015-01-11,2015,1,Monday,0,-99.9
2015-01-12,2015,1,Tuesday,0.11,-99.9
2015-01-13,2015,1,Wednesday,0.01,-99.9
2015-01-14,2015,1,Thursday,0,-99.9
2015-01-15,2015,1,Friday,-99.9,-99.9
2015-01-16,2015,1,Saturday,-99.9,-99.9
2015-01-17,2015,1,Sunday,-99.9,-99.9
2015-01-18,2015,1,Monday,-99.9,-99.9
2015-01-19,2015,1,Tuesday,-99.9,-99.9
2015-01-20,2015,1,Wednesday,-99.9,-99.9
2015-01-21,2015,1,Thursday,0,-99.9
2015-01-22,2015,1,Friday,0,-99.9
2015-01-23,2015,1,Saturday,0,-99.9
2015-01-24,2015,1,Sunday,0,-99.9
2015-01-25,2015,1,Monday,0,-99.9
2015-01-26,2015,1,Tuesday,0.21,-99.9
2015-01-27,2015,1,Wednesday,0.03,-99.9
2015-01-28,2015,1,Thursday,0,-99.9
2015-01-29,2015,1,Friday,-99.9,-99.9
2015-01-30,2015,1,Saturday,-99.9,-99.9
2015-01-31,2015,1,Sunday,0,-99.9
2015-02-01,2015,2,Monday,0.91,-99.9
2015-02-02,2015,2,Tuesday,0.67,-99.9
2015-02-03,2015,2,Wednesday,0.01,-99.9
2015-02-04,2015,2,Thursday,0.04,-99.9
2015-02-05,2015,2,Friday,0.08,-99.9
2015-02-06,2015,2,Saturday,-99.9,-99.9
2015-02-07,2015,2,Sunday,0,-99.9
2015-02-08,2015,2,Monday,-99.9,-99.9
2015-02-09,2015,2,Tuesday,-99.9,-99.9
2015-02-10,2015,2,Wednesday,0,-99.9
2015-02-11,2015,2,Thursday,0,-99.9
2015-02-12,2015,2,Friday,0.03,-99.9
2015-02-13,2015,2,Saturday,0.02,-99.9
2015-02-14,2015,2,Sunday,0.04,-99.9
2015-02-15,2015,2,Monday,0.04,-99.9
2015-02-16,2015,2,Tuesday,0,-99.9
2015-02-17,2015,2,Wednesday,0,-99.9
2015-02-18,2015,2,Thursday,-99.9,-99.9
2015-02-19,2015,2,Friday,-99.9,-99.9
2015-02-20,2015,2,Saturday,-99.9,-99.9
2015-02-21,2015,2,Sunday,-99.9,-99.9
2015-02-22,2015,2,Monday,-99.9,-99.9
2015-02-23,2015,2,Tuesday,-99.9,-99.9
2015-02-24,2015,2,Wednesday,-99.9,-99.9
2015-02-25,2015,2,Thursday,-99.9,-99.9
2015-02-26,2015,2,Friday,0.1,-99.9
2015-02-27,2015,2,Saturday,0.04,-99.9
2015-02-28,2015,2,Sunday,-99.9,-99.9
2015-03-01,2015,3,Monday,0.02,-99.9
2015-03-02,2015,3,Tuesday,0.08,-99.9
2015-03-03,2015,3,Wednesday,0,-99.9
2015-03-04,2015,3,Thursday,0.09,-99.9
2015-03-05,2015,3,Friday,-99.9,-99.9
2015-03-06,2015,3,Saturday,-99.9,-99.9
2015-03-07,2015,3,Sunday,-99.9,-99.9
2015-03-08,2015,3,Monday,-99.9,-99.9
2015-03-09,2015,3,Tuesday,-99.9,-99.9
2015-03-10,2015,3,Wednesday,-99.9,-99.9
2015-03-11,2015,3,Thursday,-99.9,-99.9
2015-03-12,2015,3,Friday,0,-99.9
2015-03-13,2015,3,Saturday,0,-99.9
2015-03-14,2015,3,Sunday,0,-99.9
2015-03-15,2015,3,Monday,0,-99.9
2015-03-16,2015,3,Tuesday,0,-99.9
2015-03-17,2015,3,Wednesday,0,-99.9
2015-03-18,2015,3,Thursday,0,-99.9
2015-03-19,2015,3,Friday,0,-99.9
2015-03-20,2015,3,Saturday,0.02,0.03
2015-03-21,2015,3,Sunday,0,0
2015-03-22,2015,3,Monday,-99.9,0
2015-03-23,2015,3,Tuesday,0.01,0.01
2015-03-24,2015,3,Wednesday,0.43,0.2
2015-03-25,2015,3,Thursday,0.32,0.25
2015-03-26,2015,3,Friday,0,0
2015-03-27,2015,3,Saturday,0.04,0
2015-03-28,2015,3,Sunday,0,0
2015-03-29,2015,3,Monday,0,0
2015-03-30,2015,3,Tuesday,0.03,0.04
2015-03-31,2015,3,Wednesday,0,0
2015-04-01,2015,4,Thursday,0,0
2015-04-02,2015,4,Friday,0.19,0.1
2015-04-03,2015,4,Saturday,0.29,0.13
2015-04-04,2015,4,Sunday,0,0
2015-04-05,2015,4,Monday,0,0
2015-04-06,2015,4,Tuesday,0,0
2015-04-07,2015,4,Wednesday,0.08,0.06
2015-04-08,2015,4,Thursday,0.03,0.02
2015-04-09,2015,4,Friday,0.12,0.1
2015-04-10,2015,4,Saturday,0.14,0.19
2015-04-11,2015,4,Sunday,0,0
2015-04-12,2015,4,Monday,0,0
2015-04-13,2015,4,Tuesday,0.26,0.23
2015-04-14,2015,4,Wednesday,0.21,0.17
2015-04-15,2015,4,Thursday,0,0
2015-04-16,2015,4,Friday,0.01,0.02
2015-04-17,2015,4,Saturday,0.03,0.02
2015-04-18,2015,4,Sunday,0,0
2015-04-19,2015,4,Monday,0,0
2015-04-20,2015,4,Tuesday,0.59,0.56
2015-04-21,2015,4,Wednesday,0,0.01
2015-04-22,2015,4,Thursday,0,0
2015-04-23,2015,4,Friday,0,0
2015-04-24,2015,4,Saturday,0,0
2015-04-25,2015,4,Sunday,0.39,0.34
2015-04-26,2015,4,Monday,0.51,0.51
2015-04-27,2015,4,Tuesday,0,0
2015-04-28,2015,4,Wednesday,0,0
2015-04-29,2015,4,Thursday,0,0
2015-04-30,2015,4,Friday,0,0
2015-05-01,2015,5,Saturday,0,0
2015-05-02,2015,5,Sunday,0,0
2015-05-03,2015,5,Monday,-99.9,0
2015-05-04,2015,5,Tuesday,-99.9,0.1
2015-05-05,2015,5,Wednesday,-99.9,1.19
2015-05-06,2015,5,Thursday,-99.9,0.06
2015-05-07,2015,5,Friday,0,0
2015-05-08,2015,5,Saturday,0,0.02
2015-05-09,2015,5,Sunday,0.96,1.28
2015-05-10,2015,5,Monday,0.47,0.42
2015-05-11,2015,5,Tuesday,0.11,0.08
2015-05-12,2015,5,Wednesday,0.32,0
2015-05-13,2015,5,Thursday,0,0
2015-05-14,2015,5,Friday,0,0
2015-05-15,2015,5,Saturday,0.15,0.26
2015-05-16,2015,5,Sunday,0.08,0.06
2015-05-17,2015,5,Monday,0,0.04
2015-05-18,2015,5,Tuesday,0.03,0.01
2015-05-19,2015,5,Wednesday,0,0
2015-05-20,2015,5,Thursday,0,0
2015-05-21,2015,5,Friday,0.1,0.09
2015-05-22,2015,5,Saturday,0,0
2015-05-23,2015,5,Sunday,0,0
2015-05-24,2015,5,Monday,0,0
2015-05-25,2015,5,Tuesday,0,0.01
2015-05-26,2015,5,Wednesday,0,0.01
2015-05-27,2015,5,Thursday,0.09,0.22
2015-05-28,2015,5,Friday,-99.9,0
2015-05-29,2015,5,Saturday,-99.9,0
2015-05-30,2015,5,Sunday,-99.9,0.24
2015-05-31,2015,5,Monday,-99.9,2.48
2015-06-01,2015,6,Tuesday,0,0.01
2015-06-02,2015,6,Wednesday,0,0
2015-06-03,2015,6,Thursday,0,0
2015-06-04,2015,6,Friday,0,0
2015-06-05,2015,6,Saturday,0,0
2015-06-06,2015,6,Sunday,0,0
2015-06-07,2015,6,Monday,0,0
2015-06-08,2015,6,Tuesday,2.96,3.64
2015-06-09,2015,6,Wednesday,1.04,0.68
2015-06-10,2015,6,Thursday,0.06,0.04
2015-06-11,2015,6,Friday,-99.9,0.3
2015-06-12,2015,6,Saturday,-99.9,0.17
2015-06-13,2015,6,Sunday,-99.9,0.27
2015-06-14,2015,6,Monday,-99.9,0.02
2015-06-15,2015,6,Tuesday,0.76,0.44
2015-06-16,2015,6,Wednesday,1.55,1.51
2015-06-17,2015,6,Thursday,0,0.03
2015-06-18,2015,6,Friday,0.31,0.26
2015-06-19,2015,6,Saturday,0.02,0
2015-06-20,2015,6,Sunday,0,0
2015-06-21,2015,6,Monday,0.21,0.31
2015-06-22,2015,6,Tuesday,0,0
2015-06-23,2015,6,Wednesday,0,0
2015-06-24,2015,6,Thursday,0,0
2015-06-25,2015,6,Friday,-99.9,0.16
2015-06-26,2015,6,Saturday,0.12,0.02
2015-06-27,2015,6,Sunday,1.75,1.66
2015-06-28,2015,6,Monday,0,0
2015-06-29,2015,6,Tuesday,0.11,0.04
2015-06-30,2015,6,Wednesday,0.31,0.19
2015-07-01,2015,7,Thursday,0,0
2015-07-02,2015,7,Friday,0,0
2015-07-03,2015,7,Saturday,0,0
2015-07-04,2015,7,Sunday,0,0
2015-07-05,2015,7,Monday,0,0
2015-07-06,2015,7,Tuesday,0,0
2015-07-07,2015,7,Wednesday,0.73,0.87
2015-07-08,2015,7,Thursday,0.06,0.03
2015-07-09,2015,7,Friday,-99.9,0.94
2015-07-10,2015,7,Saturday,-99.9,0
2015-07-11,2015,7,Sunday,0,0.01
2015-07-12,2015,7,Monday,0.56,0.41
2015-07-13,2015,7,Tuesday,0,0.01
2015-07-14,2015,7,Wednesday,0.48,0.37
2015-07-15,2015,7,Thursday,0,0
2015-07-16,2015,7,Friday,0,0
2015-07-17,2015,7,Saturday,1.39,1.09
2015-07-18,2015,7,Sunday,1.54,1.28
2015-07-19,2015,7,Monday,0.49,0.19
2015-07-20,2015,7,Tuesday,0,0
2015-07-21,2015,7,Wednesday,0,0.01
2015-07-22,2015,7,Thursday,0,0
2015-07-23,2015,7,Friday,0,0
2015-07-24,2015,7,Saturday,0,0
2015-07-25,2015,7,Sunday,0,0
2015-07-26,2015,7,Monday,0,0
2015-07-27,2015,7,Tuesday,0,0
2015-07-28,2015,7,Wednesday,0,0
2015-07-29,2015,7,Thursday,0.06,0.06
2015-07-30,2015,7,Friday,0,0
2015-07-31,2015,7,Saturday,0,0
2015-08-01,2015,8,Sunday,0,0
2015-08-02,2015,8,Monday,0,0
2015-08-03,2015,8,Tuesday,1.04,0.9
2015-08-04,2015,8,Wednesday,0,0
2015-08-05,2015,8,Thursday,0,0
2015-08-06,2015,8,Friday,0,0
2015-08-07,2015,8,Saturday,0,0
2015-08-08,2015,8,Sunday,0,0
2015-08-09,2015,8,Monday,0,0
2015-08-10,2015,8,Tuesday,0.01,0.01
2015-08-11,2015,8,Wednesday,0.02,0.03
2015-08-12,2015,8,Thursday,0,0
2015-08-13,2015,8,Friday,0,0
2015-08-14,2015,8,Saturday,0,0
2015-08-15,2015,8,Sunday,-99.9,0.39
2015-08-16,2015,8,Monday,-99.9,0.01
2015-08-17,2015,8,Tuesday,-99.9,0
2015-08-18,2015,8,Wednesday,6.18,2.18
2015-08-19,2015,8,Thursday,0.48,0.55
2015-08-20,2015,8,Friday,0.01,0
2015-08-21,2015,8,Saturday,0,0
2015-08-22,2015,8,Sunday,0,0
2015-08-23,2015,8,Monday,-99.9,0
2015-08-24,2015,8,Tuesday,0.34,0.58
2015-08-25,2015,8,Wednesday,0,0
2015-08-26,2015,8,Thursday,0,0
2015-08-27,2015,8,Friday,0,0
2015-08-28,2015,8,Saturday,-99.9,0
2015-08-29,2015,8,Sunday,0,0
2015-08-30,2015,8,Monday,-99.9,0.17
2015-08-31,2015,8,Tuesday,-99.9,0
2015-09-01,2015,9,Wednesday,-99.9,0
2015-09-02,2015,9,Thursday,0,0
2015-09-03,2015,9,Friday,0,0
2015-09-04,2015,9,Saturday,0,0
2015-09-05,2015,9,Sunday,0,0
2015-09-06,2015,9,Monday,0.54,0.17
2015-09-07,2015,9,Tuesday,0,0
2015-09-08,2015,9,Wednesday,0,0.03
2015-09-09,2015,9,Thursday,0.64,0.59
2015-09-10,2015,9,Friday,0,0.01
2015-09-11,2015,9,Saturday,0.54,0.09
2015-09-12,2015,9,Sunday,0.31,0.58
